その後	名詞,副詞可能,*,*,*,*,その後,ソノゴ,ソノゴ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
ある	助動詞,*,*,*,五段・ラ行アル,基本形,ある,アル,アル
。	記号,句点,*,*,*,*,。,。,。
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
，	記号,読点,*,*,*,*,，,，,，
あらゆる	連体詞,*,*,*,*,*,あらゆる,アラユル,アラユル
清い	形容詞,自立,*,*,形容詞・アウオ段,基本形,清い,キヨイ,キヨイ
獣	名詞,一般,*,*,*,*,獣,シシ,シシ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
七	名詞,数,*,*,*,*,七,ナナ,ナナ
匹	名詞,接尾,助数詞,*,*,*,匹,ヒキ,ヒキ
ずつ	助詞,副助詞,*,*,*,*,ずつ,ズツ,ズツ
，	記号,読点,*,*,*,*,，,，,，
雄	名詞,一般,*,*,*,*,雄,ユウ,ユー
と	助詞,格助詞,一般,*,*,*,と,ト,ト
その	連体詞,*,*,*,*,*,その,ソノ,ソノ
つがい	名詞,一般,*,*,*,*,つがい,ツガイ,ツガイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
雌	名詞,一般,*,*,*,*,雌,メス,メス
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
もと	名詞,非自立,一般,*,*,*,もと,モト,モト
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
取ら	動詞,自立,*,*,五段・ラ行,未然形,取る,トラ,トラ
ね	助動詞,*,*,*,特殊・ヌ,仮定形,ぬ,ネ,ネ
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ
なら	動詞,非自立,*,*,五段・ラ行,未然形,なる,ナラ,ナラ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
。	記号,句点,*,*,*,*,。,。,。
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
，	記号,読点,*,*,*,*,，,，,，
あらゆる	連体詞,*,*,*,*,*,あらゆる,アラユル,アラユル
清く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,清い,キヨク,キヨク
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
獣	名詞,一般,*,*,*,*,獣,シシ,シシ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
ただ	接続詞,*,*,*,*,*,ただ,タダ,タダ
二	名詞,数,*,*,*,*,二,ニ,ニ
匹	名詞,接尾,助数詞,*,*,*,匹,ヒキ,ヒキ
ずつ	助詞,副助詞,*,*,*,*,ずつ,ズツ,ズツ
，	記号,読点,*,*,*,*,，,，,，
雄	名詞,一般,*,*,*,*,雄,ユウ,ユー
と	助詞,格助詞,一般,*,*,*,と,ト,ト
その	連体詞,*,*,*,*,*,その,ソノ,ソノ
つがい	名詞,一般,*,*,*,*,つがい,ツガイ,ツガイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
雌	名詞,一般,*,*,*,*,雌,メス,メス
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
[	名詞,サ変接続,*,*,*,*,*
取る	動詞,自立,*,*,五段・ラ行,基本形,取る,トル,トル
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
に	助詞,副詞化,*,*,*,*,に,ニ,ニ
]。	名詞,サ変接続,*,*,*,*,*
また	接続詞,*,*,*,*,*,また,マタ,マタ
，	記号,読点,*,*,*,*,，,，,，
天	名詞,一般,*,*,*,*,天,テン,テン
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ
飛ぶ	動詞,自立,*,*,五段・バ行,基本形,飛ぶ,トブ,トブ
生き物	名詞,一般,*,*,*,*,生き物,イキモノ,イキモノ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
も	助詞,係助詞,*,*,*,*,も,モ,モ
七	名詞,数,*,*,*,*,七,ナナ,ナナ
匹	名詞,接尾,助数詞,*,*,*,匹,ヒキ,ヒキ
ずつ	助詞,副助詞,*,*,*,*,ずつ,ズツ,ズツ
，	記号,読点,*,*,*,*,，,，,，
雄	名詞,一般,*,*,*,*,雄,ユウ,ユー
と	助詞,並立助詞,*,*,*,*,と,ト,ト
雌	名詞,一般,*,*,*,*,雌,メス,メス
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
[	名詞,サ変接続,*,*,*,*,*
取っ	動詞,自立,*,*,五段・ラ行,連用タ接続,取る,トッ,トッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
]，	名詞,サ変接続,*,*,*,*,*
全	接頭詞,名詞接続,*,*,*,*,全,ゼン,ゼン
地	名詞,一般,*,*,*,*,地,チ,チ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
表	名詞,一般,*,*,*,*,表,ヒョウ,ヒョー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
子孫	名詞,一般,*,*,*,*,子孫,シソン,シソン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
生き	動詞,自立,*,*,一段,連用形,生きる,イキ,イキ
長らえ	動詞,自立,*,*,一段,未然形,長らえる,ナガラエ,ナガラエ
させる	動詞,接尾,*,*,一段,基本形,させる,サセル,サセル
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
。	記号,句点,*,*,*,*,。,。,。
あと	名詞,一般,*,*,*,*,あと,アト,アト
七	名詞,数,*,*,*,*,七,ナナ,ナナ
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
うち	名詞,非自立,副詞可能,*,*,*,うち,ウチ,ウチ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
，	記号,読点,*,*,*,*,，,，,，
わたし	名詞,代名詞,一般,*,*,*,わたし,ワタシ,ワタシ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
四	名詞,数,*,*,*,*,四,ヨン,ヨン
十	名詞,数,*,*,*,*,十,ジュウ,ジュー
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ
四	名詞,数,*,*,*,*,四,ヨン,ヨン
十	名詞,数,*,*,*,*,十,ジュウ,ジュー
夜	名詞,接尾,助数詞,*,*,*,夜,ヤ,ヤ
地	名詞,接尾,一般,*,*,*,地,チ,チ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
雨	名詞,一般,*,*,*,*,雨,アメ,アメ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
降らせる	動詞,自立,*,*,一段,基本形,降らせる,フラセル,フラセル
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
ある	助動詞,*,*,*,五段・ラ行アル,基本形,ある,アル,アル
。	記号,句点,*,*,*,*,。,。,。
わたし	名詞,代名詞,一般,*,*,*,わたし,ワタシ,ワタシ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ
造っ	動詞,自立,*,*,五段・ラ行,連用タ接続,造る,ツクッ,ツクッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
，	記号,読点,*,*,*,*,，,，,，
存在	名詞,サ変接続,*,*,*,*,存在,ソンザイ,ソンザイ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル
すべて	名詞,副詞可能,*,*,*,*,すべて,スベテ,スベテ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
地	名詞,一般,*,*,*,*,地,チ,チ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
表	名詞,一般,*,*,*,*,表,ヒョウ,ヒョー
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
ぬぐい去る	動詞,自立,*,*,五段・ラ行,基本形,ぬぐい去る,ヌグイサル,ヌグイサル
」	記号,括弧閉,*,*,*,*,」,」,」
。	記号,句点,*,*,*,*,。,。,。
それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ
ノア	名詞,固有名詞,人名,一般,*,*,ノア,ノア,ノア
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
すべて	名詞,副詞可能,*,*,*,*,すべて,スベテ,スベテ
エホバ	名詞,一般,*,*,*,*,エホバ,エホバ,エホバ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
命じ	動詞,自立,*,*,一段,未然形,命じる,メイジ,メイジ
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
とおり	名詞,非自立,副詞可能,*,*,*,とおり,トオリ,トーリ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
いっ	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,いく,イッ,イッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
，	記号,読点,*,*,*,*,，,，,，
ノア	名詞,一般,*,*,*,*,ノア,ノア,ノア
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
六	名詞,数,*,*,*,*,六,ロク,ロク
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あっ	助動詞,*,*,*,五段・ラ行アル,連用タ接続,ある,アッ,アッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が	助詞,接続助詞,*,*,*,*,が,ガ,ガ
，	記号,読点,*,*,*,*,，,，,，
その	連体詞,*,*,*,*,*,その,ソノ,ソノ
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ
地	名詞,一般,*,*,*,*,地,チ,チ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
大	接頭詞,名詞接続,*,*,*,*,大,ダイ,ダイ
洪水	名詞,一般,*,*,*,*,洪水,コウズイ,コーズイ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
起き	動詞,自立,*,*,一段,連用形,起きる,オキ,オキ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ
ノア	名詞,固有名詞,人名,一般,*,*,ノア,ノア,ノア
，	記号,読点,*,*,*,*,，,，,，
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
彼	名詞,代名詞,一般,*,*,*,彼,カレ,カレ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
息子	名詞,一般,*,*,*,*,息子,ムスコ,ムスコ
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ
，	記号,読点,*,*,*,*,，,，,，
妻	名詞,一般,*,*,*,*,妻,ツマ,ツマ
，	記号,読点,*,*,*,*,，,，,，
また	接続詞,*,*,*,*,*,また,マタ,マタ
息子	名詞,一般,*,*,*,*,息子,ムスコ,ムスコ
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
妻	名詞,一般,*,*,*,*,妻,ツマ,ツマ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
彼	名詞,代名詞,一般,*,*,*,彼,カレ,カレ
と共に	助詞,格助詞,連語,*,*,*,と共に,トトモニ,トトモニ
大	接頭詞,名詞接続,*,*,*,*,大,ダイ,ダイ
洪水	名詞,一般,*,*,*,*,洪水,コウズイ,コーズイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
水	名詞,一般,*,*,*,*,水,ミズ,ミズ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
先立っ	動詞,自立,*,*,五段・タ行,連用タ接続,先立つ,サキダッ,サキダッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
箱船	名詞,一般,*,*,*,*,箱船,ハコブネ,ハコブネ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
あらゆる	連体詞,*,*,*,*,*,あらゆる,アラユル,アラユル
清い	形容詞,自立,*,*,形容詞・アウオ段,基本形,清い,キヨイ,キヨイ
獣	名詞,一般,*,*,*,*,獣,シシ,シシ
，	記号,読点,*,*,*,*,，,，,，
あらゆる	連体詞,*,*,*,*,*,あらゆる,アラユル,アラユル
清く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,清い,キヨク,キヨク
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
獣	名詞,一般,*,*,*,*,獣,シシ,シシ
，	記号,読点,*,*,*,*,，,，,，
また	副詞,助詞類接続,*,*,*,*,また,マタ,マタ
飛ぶ	動詞,自立,*,*,五段・バ行,基本形,飛ぶ,トブ,トブ
生き物	名詞,一般,*,*,*,*,生き物,イキモノ,イキモノ
と	助詞,並立助詞,*,*,*,*,と,ト,ト
地面	名詞,一般,*,*,*,*,地面,ジメン,ジメン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
動く	動詞,自立,*,*,五段・カ行イ音便,基本形,動く,ウゴク,ウゴク
あらゆる	連体詞,*,*,*,*,*,あらゆる,アラユル,アラユル
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
，	記号,読点,*,*,*,*,，,，,，
二	名詞,数,*,*,*,*,二,ニ,ニ
匹	名詞,接尾,助数詞,*,*,*,匹,ヒキ,ヒキ
ずつ	助詞,副助詞,*,*,*,*,ずつ,ズツ,ズツ
，	記号,読点,*,*,*,*,，,，,，
雄	名詞,一般,*,*,*,*,雄,ユウ,ユー
と	助詞,並立助詞,*,*,*,*,と,ト,ト
雌	名詞,一般,*,*,*,*,雌,メス,メス
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
ノア	名詞,一般,*,*,*,*,ノア,ノア,ノア
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
，	記号,読点,*,*,*,*,，,，,，
箱船	名詞,一般,*,*,*,*,箱船,ハコブネ,ハコブネ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
神	名詞,一般,*,*,*,*,神,カミ,カミ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
ノア	名詞,一般,*,*,*,*,ノア,ノア,ノア
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
命じ	動詞,自立,*,*,一段,連用形,命じる,メイジ,メイジ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
とおり	名詞,非自立,副詞可能,*,*,*,とおり,トオリ,トーリ
と	助詞,格助詞,一般,*,*,*,と,ト,ト
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
七	名詞,数,*,*,*,*,七,ナナ,ナナ
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ
後	名詞,接尾,副詞可能,*,*,*,後,ゴ,ゴ
，	記号,読点,*,*,*,*,，,，,，
大	接頭詞,名詞接続,*,*,*,*,大,ダイ,ダイ
洪水	名詞,一般,*,*,*,*,洪水,コウズイ,コーズイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
水	名詞,一般,*,*,*,*,水,ミズ,ミズ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
地	名詞,一般,*,*,*,*,地,チ,チ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
臨ん	動詞,自立,*,*,五段・マ行,連用タ接続,臨む,ノゾン,ノゾン
だ	助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ
。	記号,句点,*,*,*,*,。,。,。
ノア	名詞,一般,*,*,*,*,ノア,ノア,ノア
の	助詞,連体化,*,*,*,*,の,ノ,ノ
生涯	名詞,副詞可能,*,*,*,*,生涯,ショウガイ,ショーガイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
六	名詞,数,*,*,*,*,六,ロク,ロク
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン
目	名詞,接尾,一般,*,*,*,目,メ,メ
，	記号,読点,*,*,*,*,，,，,，
第	接頭詞,数接続,*,*,*,*,第,ダイ,ダイ
二	名詞,数,*,*,*,*,二,ニ,ニ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
月	名詞,一般,*,*,*,*,月,ツキ,ツキ
，	記号,読点,*,*,*,*,，,，,，
その	連体詞,*,*,*,*,*,その,ソノ,ソノ
月	名詞,一般,*,*,*,*,月,ツキ,ツキ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
十	名詞,数,*,*,*,*,十,ジュウ,ジュー
七	名詞,数,*,*,*,*,七,ナナ,ナナ
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ
，	記号,読点,*,*,*,*,，,，,，
その	連体詞,*,*,*,*,*,その,ソノ,ソノ
日	名詞,非自立,副詞可能,*,*,*,日,ヒ,ヒ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
広大	名詞,形容動詞語幹,*,*,*,*,広大,コウダイ,コーダイ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
水	名詞,一般,*,*,*,*,水,ミズ,ミズ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
深み	名詞,一般,*,*,*,*,深み,フカミ,フカミ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
すべて	名詞,副詞可能,*,*,*,*,すべて,スベテ,スベテ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
泉	名詞,一般,*,*,*,*,泉,イズミ,イズミ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
破ら	動詞,自立,*,*,五段・ラ行,未然形,破る,ヤブラ,ヤブラ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
，	記号,読点,*,*,*,*,，,，,，
天	名詞,一般,*,*,*,*,天,テン,テン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
水門	名詞,一般,*,*,*,*,水門,スイモン,スイモン
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
開か	動詞,自立,*,*,五段・カ行イ音便,未然形,開く,ヒラカ,ヒラカ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
，	記号,読点,*,*,*,*,，,，,，
地	名詞,一般,*,*,*,*,地,チ,チ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
注ぐ	動詞,自立,*,*,五段・ガ行,基本形,注ぐ,ソソグ,ソソグ
豪雨	名詞,一般,*,*,*,*,豪雨,ゴウウ,ゴーウ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
四	名詞,数,*,*,*,*,四,ヨン,ヨン
十	名詞,数,*,*,*,*,十,ジュウ,ジュー
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ
四	名詞,数,*,*,*,*,四,ヨン,ヨン
十	名詞,数,*,*,*,*,十,ジュウ,ジュー
夜	名詞,接尾,助数詞,*,*,*,夜,ヤ,ヤ
続い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,続く,ツヅイ,ツズイ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
まさに	副詞,一般,*,*,*,*,まさに,マサニ,マサニ
その	連体詞,*,*,*,*,*,その,ソノ,ソノ
日	名詞,非自立,副詞可能,*,*,*,日,ヒ,ヒ
，	記号,読点,*,*,*,*,，,，,，
ノア	名詞,固有名詞,人名,一般,*,*,ノア,ノア,ノア
，	記号,読点,*,*,*,*,，,，,，
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
ノア	名詞,固有名詞,人名,一般,*,*,ノア,ノア,ノア
の	助詞,連体化,*,*,*,*,の,ノ,ノ
息子	名詞,一般,*,*,*,*,息子,ムスコ,ムスコ
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ
セム	名詞,固有名詞,一般,*,*,*,セム,セム,セム
，	記号,読点,*,*,*,*,，,，,，
ハム	名詞,一般,*,*,*,*,ハム,ハム,ハム
，	記号,読点,*,*,*,*,，,，,，
ヤペテ	名詞,一般,*,*,*,*,*
，	記号,読点,*,*,*,*,，,，,，
また	接続詞,*,*,*,*,*,また,マタ,マタ
ノア	名詞,固有名詞,人名,一般,*,*,ノア,ノア,ノア
の	助詞,連体化,*,*,*,*,の,ノ,ノ
妻	名詞,一般,*,*,*,*,妻,ツマ,ツマ
と	助詞,並立助詞,*,*,*,*,と,ト,ト
息子	名詞,一般,*,*,*,*,息子,ムスコ,ムスコ
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
三	名詞,数,*,*,*,*,三,サン,サン
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
妻	名詞,一般,*,*,*,*,妻,ツマ,ツマ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
彼	名詞,代名詞,一般,*,*,*,彼,カレ,カレ
と共に	助詞,格助詞,連語,*,*,*,と共に,トトモニ,トトモニ
箱船	名詞,一般,*,*,*,*,箱船,ハコブネ,ハコブネ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
彼ら	名詞,代名詞,一般,*,*,*,彼ら,カレラ,カレラ
，	記号,読点,*,*,*,*,，,，,，
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
あらゆる	連体詞,*,*,*,*,*,あらゆる,アラユル,アラユル
野獣	名詞,一般,*,*,*,*,野獣,ヤジュウ,ヤジュー
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
その	連体詞,*,*,*,*,*,その,ソノ,ソノ
種類	名詞,一般,*,*,*,*,種類,シュルイ,シュルイ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
したがい	動詞,自立,*,*,五段・ワ行促音便,連用形,したがう,シタガイ,シタガイ
，	記号,読点,*,*,*,*,，,，,，
あらゆる	連体詞,*,*,*,*,*,あらゆる,アラユル,アラユル
家畜	名詞,一般,*,*,*,*,家畜,カチク,カチク
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
その	連体詞,*,*,*,*,*,その,ソノ,ソノ
種類	名詞,一般,*,*,*,*,種類,シュルイ,シュルイ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
したがい	動詞,自立,*,*,五段・ワ行促音便,連用形,したがう,シタガイ,シタガイ
，	記号,読点,*,*,*,*,，,，,，
地	名詞,一般,*,*,*,*,地,チ,チ
