あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
彼	名詞,代名詞,一般,*,*,*,彼,カレ,カレ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
地面	名詞,一般,*,*,*,*,地面,ジメン,ジメン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
帰る	動詞,自立,*,*,五段・ラ行,基本形,帰る,カエル,カエル
。	記号,句点,*,*,*,*,。,。,。
 	記号,一般,*,*,*,*,*
ヤコブ	名詞,一般,*,*,*,*,*
の	助詞,連体化,*,*,*,*,の,ノ,ノ
神	名詞,一般,*,*,*,*,神,カミ,カミ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
助け	名詞,一般,*,*,*,*,助け,タスケ,タスケ
と	助詞,格助詞,一般,*,*,*,と,ト,ト
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
者	名詞,非自立,一般,*,*,*,者,モノ,モノ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
幸い	名詞,形容動詞語幹,*,*,*,*,幸い,サイワイ,サイワイ
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。	記号,句点,*,*,*,*,。,。,。
 	記号,一般,*,*,*,*,*
[	名詞,サ変接続,*,*,*,*,*
神	名詞,接尾,一般,*,*,*,神,シン,シン
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
，	記号,読点,*,*,*,*,，,，,，
]	名詞,サ変接続,*,*,*,*,*
天	名詞,一般,*,*,*,*,天,テン,テン
と	助詞,並立助詞,*,*,*,*,と,ト,ト
地	名詞,一般,*,*,*,*,地,チ,チ
，	記号,読点,*,*,*,*,，,，,，
 	記号,一般,*,*,*,*,*
だまし取ら	動詞,自立,*,*,五段・ラ行,未然形,だまし取る,ダマシトラ,ダマシトラ
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル
者	名詞,接尾,一般,*,*,*,者,シャ,シャ
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
裁き	名詞,一般,*,*,*,*,裁き,サバキ,サバキ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
執行	名詞,サ変接続,*,*,*,*,執行,シッコウ,シッコー
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
くださる	動詞,非自立,*,*,五段・ラ行特殊,基本形,くださる,クダサル,クダサル
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー
，	記号,読点,*,*,*,*,，,，,，
 	記号,一般,*,*,*,*,*
エホバ	名詞,一般,*,*,*,*,エホバ,エホバ,エホバ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
盲人	名詞,一般,*,*,*,*,盲人,モウジン,モージン
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ
[	名詞,サ変接続,*,*,*,*,*
の	助詞,連体化,*,*,*,*,の,ノ,ノ
目	名詞,一般,*,*,*,*,目,メ,メ
]	名詞,サ変接続,*,*,*,*,*
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
開き	動詞,自立,*,*,五段・カ行イ音便,連用形,開く,ヒラキ,ヒラキ
，	記号,読点,*,*,*,*,，,，,，
 	記号,一般,*,*,*,*,*
エホバ	名詞,一般,*,*,*,*,エホバ,エホバ,エホバ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
外人	名詞,一般,*,*,*,*,外人,ガイジン,ガイジン
居留	名詞,サ変接続,*,*,*,*,居留,キョリュウ,キョリュー
者	名詞,接尾,一般,*,*,*,者,シャ,シャ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
守っ	動詞,自立,*,*,五段・ラ行,連用タ接続,守る,マモッ,マモッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
おら	動詞,自立,*,*,五段・ラ行,未然形,おる,オラ,オラ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
，	記号,読点,*,*,*,*,，,，,，
エホバ	名詞,一般,*,*,*,*,エホバ,エホバ,エホバ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
定め	名詞,一般,*,*,*,*,定め,サダメ,サダメ
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
至る	動詞,自立,*,*,五段・ラ行,基本形,至る,イタル,イタル
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ
王	名詞,一般,*,*,*,*,王,オウ,オー
で	助詞,格助詞,一般,*,*,*,で,デ,デ
あら	動詞,自立,*,*,五段・ラ行,未然形,ある,アラ,アラ
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル
。	記号,句点,*,*,*,*,。,。,。
EOS
